schemaname,tablename,policyname,permissive,roles,cmd,qual,with_check
public,sow_document_transfers,Users can view their own transfers,PERMISSIVE,public,SELECT,(auth.uid() = generated_by),null
public,sow_document_transfers,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,sow_templates,sow_templates_access,PERMISSIVE,public,ALL,"((auth.role() = 'authenticated'::text) OR (auth.role() = 'service_role'::text) OR (current_setting('app.is_development_mode'::text, true) = 'true'::text))",null
public,sql_file_tracking,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,supplier_verifications,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,supplier_verifications,supplier_verifications_emergency_auth,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,suppliers,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,suppliers,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,suppliers,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,suppliers,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,suppliers,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,suppliers,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (suppliers.organization_id)::text))))"
public,suppliers,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (suppliers.organization_id)::text))))",null
public,suppliers,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (suppliers.organization_id)::text))))",null
public,suppliers,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,sync_history,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,task_attachments,task_attachments_access,PERMISSIVE,public,ALL,"(task_id IN ( SELECT tasks.id
   FROM tasks
  WHERE ((tasks.organization_id IN ( SELECT user_management.organization_id
           FROM user_management
          WHERE (user_management.user_id = auth.uid()))) OR (tasks.assigned_to = auth.uid()) OR (tasks.assigned_by = auth.uid()))))",null
public,task_comments,task_comments_access,PERMISSIVE,public,ALL,"(task_id IN ( SELECT tasks.id
   FROM tasks
  WHERE ((tasks.organization_id IN ( SELECT user_management.organization_id
           FROM user_management
          WHERE (user_management.user_id = auth.uid()))) OR (tasks.assigned_to = auth.uid()) OR (tasks.assigned_by = auth.uid()))))",null
public,task_history,task_history_access,PERMISSIVE,public,ALL,"(task_id IN ( SELECT tasks.id
   FROM tasks
  WHERE ((tasks.organization_id IN ( SELECT user_management.organization_id
           FROM user_management
          WHERE (user_management.user_id = auth.uid()))) OR (tasks.assigned_to = auth.uid()) OR (tasks.assigned_by = auth.uid()))))",null
public,task_messages,task_messages_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM tasks
  WHERE ((tasks.id = task_messages.task_id) AND ((tasks.assigned_to_discipline = current_setting('app.current_discipline'::text, true)) OR (tasks.created_by = auth.uid()) OR (tasks.assigned_to = auth.uid())))))",null
public,task_messages,task_messages_create,PERMISSIVE,public,INSERT,null,"((from_discipline = current_setting('app.current_discipline'::text, true)) AND (EXISTS ( SELECT 1
   FROM tasks
  WHERE ((tasks.id = task_messages.task_id) AND ((tasks.assigned_to_discipline = current_setting('app.current_discipline'::text, true)) OR (tasks.created_by = auth.uid()) OR (tasks.assigned_to = auth.uid()))))))"
public,task_sequence_execution,sequence_execution_org_access,PERMISSIVE,public,ALL,"((organization_id)::text = current_setting('request.headers.x-organization-id'::text, true))",null
public,tasks,tasks_create,PERMISSIVE,public,INSERT,null,"((created_by = auth.uid()) AND (assigned_to_discipline <> current_setting('app.current_discipline'::text, true)))"
public,tasks,tasks_dev_access,PERMISSIVE,public,ALL,((organization_id = '90cd635a-380f-4586-a3b7-a09103b6df94'::uuid) OR (auth.uid() IS NOT NULL)),null
public,tasks,tasks_discipline_access,PERMISSIVE,public,ALL,"((assigned_to_discipline = current_setting('app.current_discipline'::text, true)) OR (created_by = auth.uid()) OR (assigned_to = auth.uid()))",null
public,tasks,tasks_update,PERMISSIVE,public,UPDATE,"((assigned_to_discipline = current_setting('app.current_discipline'::text, true)) OR (assigned_to = auth.uid()))",null
public,technical_document_categories,Admin users can manage categories,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_profiles
  WHERE ((user_profiles.user_id = auth.uid()) AND (user_profiles.role = ANY (ARRAY['admin'::text, 'super_admin'::text])))))",null
public,technical_document_categories,Users can view active categories,PERMISSIVE,public,SELECT,(is_active = true),null
public,technical_document_categories,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_analytics,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_analytics,analytics_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM templates t
  WHERE ((t.id = template_analytics.template_id) AND ((t.created_by = auth.uid()) OR (t.is_public = true)))))",null
public,template_analytics,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_analytics,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_approval_rules,Allow all operations on approval rules,PERMISSIVE,public,ALL,true,null
public,template_approval_rules,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_approval_workflows,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_approval_workflows,users_can_create_approval_workflows,PERMISSIVE,public,INSERT,null,(created_by = auth.uid())
public,template_approval_workflows,users_can_update_their_approval_workflows,PERMISSIVE,public,UPDATE,(created_by = auth.uid()),null
public,template_approval_workflows,users_can_view_approval_workflows,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM procurement_templates pt
  WHERE ((pt.id = template_approval_workflows.template_id) AND ((pt.created_by = auth.uid()) OR (EXISTS ( SELECT 1
           FROM user_organization_access uoa
          WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (pt.organization_id)::text))))))))",null
public,template_assignments,assignment_creator_read_policy,PERMISSIVE,public,SELECT,((assigned_by)::text = (auth.uid())::text),null
public,template_assignments,assignment_creator_update_policy,PERMISSIVE,public,UPDATE,((assigned_by)::text = (auth.uid())::text),null
public,template_assignments,assignment_recipient_read_policy,PERMISSIVE,public,SELECT,((assigned_to_id)::text = (auth.uid())::text),null
public,template_assignments,assignment_reviewer_read_policy,PERMISSIVE,public,SELECT,((reviewed_by)::text = (auth.uid())::text),null
public,template_assignments,assignment_reviewer_update_policy,PERMISSIVE,public,UPDATE,((reviewed_by)::text = (auth.uid())::text),null
public,template_assignments,authenticated_assignments_policy,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,template_assignments,development_assignments_policy,PERMISSIVE,public,ALL,"(current_setting('app.is_development_mode'::text, true) = 'true'::text)",null
public,template_assignments,service_role_assignments_policy,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_categories,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_categories,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,template_categories,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_categories,admin_write_delete,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_categories,admin_write_insert,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,template_categories,admin_write_update,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_categories,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,template_categories,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_categories,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_categories.organization_id)::text))))"
public,template_categories,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_categories.organization_id)::text))))",null
public,template_categories,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_categories.organization_id)::text))))",null
public,template_categories,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_customization_rules,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_customization_rules,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,template_customization_rules,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_customization_rules,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,template_customization_rules,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_customization_rules,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_customization_rules.organization_id)::text))))"
public,template_customization_rules,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_customization_rules.organization_id)::text))))",null
public,template_customization_rules,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_customization_rules.organization_id)::text))))",null
public,template_customization_rules,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_dependencies,Users can view dependencies for accessible templates,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM procurement_templates pt
  WHERE ((pt.id = template_dependencies.template_id) AND ((EXISTS ( SELECT 1
           FROM user_organization_access uoa
          WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (pt.organization_id)::text)))) OR (pt.created_by = auth.uid())))))",null
public,template_dependencies,Users can view template dependencies,PERMISSIVE,public,SELECT,true,null
public,template_dependencies,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_deployments,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_document_structures,Users can create template structures,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE (uoa.user_id = (auth.uid())::text)))"
public,template_document_structures,Users can delete template structures,PERMISSIVE,public,DELETE,"((created_by = auth.uid()) OR (EXISTS ( SELECT 1
   FROM user_roles ur
  WHERE ((ur.user_id = (auth.uid())::text) AND (ur.role = ANY (ARRAY['admin'::text, 'system_admin'::text]))))))",null
public,template_document_structures,Users can update template structures,PERMISSIVE,public,UPDATE,"((created_by = auth.uid()) OR (EXISTS ( SELECT 1
   FROM user_roles ur
  WHERE ((ur.user_id = (auth.uid())::text) AND (ur.role = ANY (ARRAY['admin'::text, 'system_admin'::text]))))))",null
public,template_document_structures,Users can view template structures,PERMISSIVE,public,SELECT,"((EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE (uoa.user_id = (auth.uid())::text))) OR (created_by = auth.uid()))",null
public,template_document_structures,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_document_structures,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_document_structures,dev_mode_full_access_structures,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_document_structures,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_document_structures.organization_id)::text))))"
public,template_document_structures,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_document_structures.organization_id)::text))))",null
public,template_document_structures,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_document_structures.organization_id)::text))))",null
public,template_document_structures,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_document_structures,service_role_full_access_structures,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_document_structures,structures_dev_access,PERMISSIVE,public,ALL,(((auth.uid() IS NULL) AND (auth.role() IS NULL)) OR (auth.role() = 'authenticated'::text)),null
public,template_relationships,Users can create template relationships,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE (uoa.user_id = (auth.uid())::text)))"
public,template_relationships,Users can delete template relationships,PERMISSIVE,public,DELETE,"((created_by = auth.uid()) OR (EXISTS ( SELECT 1
   FROM user_roles ur
  WHERE ((ur.user_id = (auth.uid())::text) AND (ur.role = ANY (ARRAY['admin'::text, 'system_admin'::text]))))))",null
public,template_relationships,Users can update template relationships,PERMISSIVE,public,UPDATE,"((created_by = auth.uid()) OR (EXISTS ( SELECT 1
   FROM user_roles ur
  WHERE ((ur.user_id = (auth.uid())::text) AND (ur.role = ANY (ARRAY['admin'::text, 'system_admin'::text]))))))",null
public,template_relationships,Users can view template relationships,PERMISSIVE,public,SELECT,"((EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE (uoa.user_id = (auth.uid())::text))) OR (created_by = auth.uid()))",null
public,template_relationships,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_relationships,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_relationships,dev_mode_full_access_template_rels,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_relationships,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_relationships.organization_id)::text))))"
public,template_relationships,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_relationships.organization_id)::text))))",null
public,template_relationships,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (template_relationships.organization_id)::text))))",null
public,template_relationships,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_relationships,service_role_full_access_template_rels,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_relationships,template_rels_dev_access,PERMISSIVE,public,ALL,(((auth.uid() IS NULL) AND (auth.role() IS NULL)) OR (auth.role() = 'authenticated'::text)),null
public,template_reviews,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_reviews,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_reviews,review_access,PERMISSIVE,public,ALL,"((user_id = auth.uid()) OR (EXISTS ( SELECT 1
   FROM templates t
  WHERE ((t.id = template_reviews.template_id) AND ((t.created_by = auth.uid()) OR (t.is_public = true))))))",null
public,template_reviews,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_usage_logs,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_usage_logs,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_usage_logs,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_usage_logs,usage_log_access,PERMISSIVE,public,ALL,"((user_id = auth.uid()) OR (EXISTS ( SELECT 1
   FROM templates t
  WHERE ((t.id = template_usage_logs.template_id) AND (t.created_by = auth.uid())))))",null
public,template_usage_stats,Allow all operations on usage stats,PERMISSIVE,public,ALL,true,null
public,template_usage_stats,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_usage_tracking,Users can insert their own usage tracking,PERMISSIVE,public,INSERT,null,(user_id = auth.uid())
public,template_usage_tracking,Users can view their own usage tracking,PERMISSIVE,public,SELECT,(user_id = auth.uid()),null
public,template_usage_tracking,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_variation_sequences,template_sequences_org_access,PERMISSIVE,public,ALL,"((organization_id IS NULL) OR ((organization_id)::text = current_setting('request.headers.x-organization-id'::text, true)))",null
public,template_versions,Allow all operations on template versions,PERMISSIVE,public,ALL,true,null
public,template_versions,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,template_versions,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,template_versions,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,template_versions,template_version_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM templates t
  WHERE ((t.id = template_versions.template_id) AND ((t.created_by = auth.uid()) OR (t.is_public = true)))))",null
public,templates,development_templates_policy,PERMISSIVE,public,ALL,"(current_setting('app.is_development_mode'::text, true) = 'true'::text)",null
public,templates,owner_full_templates_policy,PERMISSIVE,public,ALL,((created_by)::text = (auth.uid())::text),null
public,templates,public_read_templates_policy,PERMISSIVE,public,SELECT,((is_public = true) AND (is_active = true) AND (auth.role() = 'authenticated'::text)),null
public,templates,service_role_templates_policy,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,templates,templates_dev_friendly_access,PERMISSIVE,public,ALL,(((auth.uid() IS NULL) AND (auth.role() IS NULL) AND (organization_id = '90cd635a-380f-4586-a3b7-a09103b6df94'::uuid)) OR ((auth.uid() IS NOT NULL) AND (organization_id = '90cd635a-380f-4586-a3b7-a09103b6df94'::uuid)) OR (auth.role() = 'service_role'::text)),null
public,templates,templates_emergency_dev_access,PERMISSIVE,public,ALL,((auth.uid() IS NULL) AND (auth.role() IS NULL)),null
public,temporary_uploads,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,tender_approvals,Enable all operations for authenticated users,PERMISSIVE,public,ALL,(auth.role() = 'authenticated'::text),null
public,tender_approvals,Enable read access for all users,PERMISSIVE,public,SELECT,true,null
public,tender_approvals,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,tender_documents,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,tender_evaluation,Enable all operations for authenticated users,PERMISSIVE,public,ALL,(auth.role() = 'authenticated'::text),null
public,tender_evaluation,Enable read access for all users,PERMISSIVE,public,SELECT,true,null
public,tender_evaluation,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,tender_items,Enable all operations for authenticated users,PERMISSIVE,public,ALL,(auth.role() = 'authenticated'::text),null
public,tender_items,Enable read access for all users,PERMISSIVE,public,SELECT,true,null
public,tender_items,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,tender_monitors,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,tender_notification_logs,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,tender_suppliers,Enable all operations for authenticated users,PERMISSIVE,public,ALL,(auth.role() = 'authenticated'::text),null
public,tender_suppliers,Enable read access for all users,PERMISSIVE,public,SELECT,true,null
public,tender_suppliers,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,tenders,Allow authenticated users to insert tenders,PERMISSIVE,public,INSERT,null,(auth.role() = 'authenticated'::text)
public,tenders,Enable read access for all users,PERMISSIVE,public,SELECT,true,null
public,tenders,Enable update for authenticated users,PERMISSIVE,public,UPDATE,(auth.role() = 'authenticated'::text),null
public,tenders,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,tenders,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,tenders,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (tenders.organization_id)::text))))"
public,tenders,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (tenders.organization_id)::text))))",null
public,tenders,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (tenders.organization_id)::text))))",null
public,tenders,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,timesheet_amendments,Authorized users can delete amendments,PERMISSIVE,public,DELETE,((auth.uid() = requested_by) OR (auth.role() = 'service_role'::text)),null
public,timesheet_amendments,Authorized users can update amendments,PERMISSIVE,public,UPDATE,((auth.uid() = requested_by) OR (auth.uid() = approved_by) OR (auth.role() = 'service_role'::text)),null
public,timesheet_amendments,Users can create amendments,PERMISSIVE,public,INSERT,null,(auth.uid() = requested_by)
public,timesheet_amendments,Users can view their own amendments,PERMISSIVE,public,SELECT,((auth.uid() = requested_by) OR (auth.uid() = approved_by)),null
public,timesheet_amendments,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,timesheet_amendments,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,timesheet_amendments,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_amendments.organization_id)::text))))"
public,timesheet_amendments,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_amendments.organization_id)::text))))",null
public,timesheet_amendments,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (timesheet_amendments.organization_id)::text))))",null
public,timesheet_amendments,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,timesheet_audit_logs,System can insert audit logs,PERMISSIVE,public,INSERT,null,(auth.role() = 'service_role'::text)
public,timesheet_audit_logs,Users can view their own audit logs,PERMISSIVE,public,SELECT,(auth.uid() = user_id),null
public,timesheet_audit_logs,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,timesheet_audit_logs,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
